hhidpn,hhidpn_padded,hhid,pn,respondent_type_w8,respondent_type_w9,respondent_type_w10,respondent_type_w11,respondent_type_w12,respondent_type_w13,lb_record_present_w8,who_answered_raw_w8,lb_rtype_raw_w8,lb_eligible_raw_w8,lb_completion_mode_raw_w8,lb_record_present_w9,who_answered_raw_w9,lb_rtype_raw_w9,lb_eligible_raw_w9,lb_completion_mode_raw_w9,lb_record_present_w10,who_answered_raw_w10,lb_rtype_raw_w10,lb_eligible_raw_w10,lb_completion_mode_raw_w10,lb_record_present_w11,who_answered_raw_w11,lb_rtype_raw_w11,lb_eligible_raw_w11,lb_completion_mode_raw_w11,lb_record_present_w12,who_answered_raw_w12,lb_rtype_raw_w12,lb_eligible_raw_w12,lb_completion_mode_raw_w12,lb_record_present_w13,who_answered_raw_w13,lb_rtype_raw_w13,lb_eligible_raw_w13,lb_completion_mode_raw_w13,n_lb_wave_records,n_respondent_type_observed,n_code1_waves,n_code2_waves,first_lb_wave,last_lb_wave
500791010,500791010,500791,010,,,,,1,,0,,,,,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,5,1,1,0,9,13
500791011,500791011,500791,011,,,,,,,0,,,,,1,,1,5,,1,,2,1,5,0,,,,,1,,2,1,5,0,,,,,3,0,0,0,9,12
500792010,500792010,500792,010,1,,1,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,6,2,2,0,8,13
500794010,500794010,500794,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,2,1,1,1,,1,5,,6,3,3,0,8,13
500794020,500794020,500794,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,2,1,1,1,,1,5,,6,3,3,0,8,13
500795010,500795010,500795,010,1,,,,,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
500797010,500797010,500797,010,,,,,,,0,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,3,0,0,0,11,13
500797020,500797020,500797,020,,,,,,,0,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,5,0,,,,,2,0,0,0,11,12
500798010,500798010,500798,010,,,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,1,,2,1,5,1,,1,5,,6,0,0,0,8,13
500799010,500799010,500799,010,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,3,1,1,0,8,10
500799020,500799020,500799,020,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,0,,,,,0,,,,,4,1,1,0,8,11
500800010,500800010,500800,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500801010,500801010,500801,010,,,,,2,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,1,2,4,1,1,1,,1,5,,6,1,0,1,8,13
500801020,500801020,500801,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500802010,500802010,500802,010,,,,,,,1,,3,1,5,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,0,0,0,8,9
500802020,500802020,500802,020,,,,,,,1,,4,1,5,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,0,0,0,8,8
500803010,500803010,500803,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500803020,500803020,500803,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500804010,500804010,500804,010,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,2,1,1,0,,,,,1,,2,1,5,5,2,2,0,8,13
500805010,500805010,500805,010,,,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,6,0,0,0,8,13
500805020,500805020,500805,020,1,,,,,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,6,1,1,0,8,13
500807010,500807010,500807,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500807011,500807011,500807,011,,1,,1,,1,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,5,3,3,0,9,13
500810010,500810010,500810,010,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,2,1,5,6,2,2,0,8,13
500814010,500814010,500814,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500814020,500814020,500814,020,1,,,,1,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,2,2,0,8,13
500815010,500815010,500815,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500816010,500816010,500816,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,2,1,1,0,,,,,5,3,3,0,8,12
500818010,500818010,500818,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500818020,500818020,500818,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500820010,500820010,500820,010,,,,,,,1,,1,5,,1,,4,1,2,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,6,0,0,0,8,13
500820011,500820011,500820,011,,,,,,1,0,,,,,0,,,,,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,4,1,1,0,10,13
500823010,500823010,500823,010,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
500823011,500823011,500823,011,,,,,,,1,,1,5,,1,,2,1,5,1,,1,5,,1,,2,1,5,1,,1,5,,1,,2,1,5,6,0,0,0,8,13
500824010,500824010,500824,010,,,,,2,,0,,,,,0,,,,,1,,2,1,5,1,,1,5,,1,2,4,1,1,1,,1,5,,4,1,0,1,10,13
500824011,500824011,500824,011,,,,,,,0,,,,,0,,,,,0,,,,,1,,1,5,,0,,,,,0,,,,,1,0,0,0,11,11
500825010,500825010,500825,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500826010,500826010,500826,010,1,,,,,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
500827010,500827010,500827,010,,,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,2,1,5,0,,,,,0,,,,,4,0,0,0,8,11
500827020,500827020,500827,020,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,2,1,5,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
500828010,500828010,500828,010,1,,,,,,1,1,4,1,1,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,1,1,0,8,8
500829010,500829010,500829,010,,2,,,,1,1,,1,5,,1,2,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,6,2,1,1,8,13
500829020,500829020,500829,020,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,1,6,1,1,0,8,13
500831010,500831010,500831,010,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
500831020,500831020,500831,020,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
500832010,500832010,500832,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500832020,500832020,500832,020,,1,,,,,1,,1,5,,1,1,2,1,1,1,,1,5,,1,3,2,1,4,1,,1,5,,1,,2,1,5,6,1,1,0,8,13
500834010,500834010,500834,010,,,1,,,,1,,2,5,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,2,1,5,1,,1,5,,6,1,1,0,8,13
500834020,500834020,500834,020,,,,,,,1,,2,5,,1,,1,5,,1,,2,1,5,1,,1,5,,1,,2,1,5,1,,1,5,,6,0,0,0,8,13
500836010,500836010,500836,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500837010,500837010,500837,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500837020,500837020,500837,020,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,2,1,2,1,,1,5,,1,,2,1,5,6,2,2,0,8,13
500838010,500838010,500838,010,,,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,2,1,5,1,,1,5,,1,,4,1,5,6,0,0,0,8,13
500838020,500838020,500838,020,,1,,,,,1,,1,5,,1,1,3,1,1,1,,1,5,,0,,,,,0,,,,,1,,4,1,1,4,1,1,0,8,13
500839010,500839010,500839,010,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,1,6,1,1,0,8,13
500839020,500839020,500839,020,,1,,,,,1,,1,5,,1,1,2,1,1,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
500841010,500841010,500841,010,,,,,,,1,,2,5,,1,,1,5,,0,,,,,0,,,,,1,,2,1,1,1,,1,5,,4,0,0,0,8,13
500841020,500841020,500841,020,,,,,,,1,,2,5,,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,6,0,0,0,8,13
500842010,500842010,500842,010,,,1,,,,0,,,,,0,,,,,1,1,2,1,1,1,,1,5,,1,,2,1,5,1,,1,5,,4,1,1,0,10,13
500842020,500842020,500842,020,,,,,,,0,,,,,0,,,,,1,,2,1,5,1,,1,5,,1,,2,1,5,1,,1,5,,4,0,0,0,10,13
500843010,500843010,500843,010,,,,,,,1,,4,1,5,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,0,0,0,8,9
500846010,500846010,500846,010,,2,,,,,1,,1,5,,1,2,4,1,1,0,,,,,0,,,,,0,,,,,0,,,,,2,1,0,1,8,9
500847010,500847010,500847,010,,,,,,,1,,1,5,,0,,,,,1,,1,5,,1,,2,1,5,1,,1,5,,1,,2,1,5,5,0,0,0,8,13
500847020,500847020,500847,020,,,,,,,1,,1,5,,0,,,,,1,,1,5,,0,,,,,0,,,,,0,,,,,2,0,0,0,8,10
500848010,500848010,500848,010,,,,,,,1,,1,5,,1,,2,1,5,0,,,,,0,,,,,1,,1,5,,0,,,,,3,0,0,0,8,12
500848020,500848020,500848,020,,,,1,,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
500849010,500849010,500849,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500849020,500849020,500849,020,,2,,1,,1,1,,1,5,,1,2,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,2,1,8,13
500851010,500851010,500851,010,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,6,2,2,0,8,13
500851020,500851020,500851,020,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500852010,500852010,500852,010,,1,,,,,0,,,,,1,1,2,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,5,1,1,0,9,13
500852020,500852020,500852,020,,1,,1,,,1,,1,5,,1,1,2,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,2,1,5,6,2,2,0,8,13
500854010,500854010,500854,010,,,1,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,3,1,1,0,9,11
500854020,500854020,500854,020,,,,,,,0,,,,,1,,1,5,,1,,2,1,5,0,,,,,0,,,,,0,,,,,2,0,0,0,9,10
500855010,500855010,500855,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500855020,500855020,500855,020,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500856010,500856010,500856,010,1,,,,,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,1,1,,1,5,,6,1,1,0,8,13
500856020,500856020,500856,020,1,,,,1,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,6,2,2,0,8,13
500857010,500857010,500857,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500857020,500857020,500857,020,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500858010,500858010,500858,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500860010,500860010,500860,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500860020,500860020,500860,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500861010,500861010,500861,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500862010,500862010,500862,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500862020,500862020,500862,020,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500863010,500863010,500863,010,1,,,,,,1,1,4,1,1,1,,1,5,,1,,2,1,5,0,,,,,0,,,,,0,,,,,3,1,1,0,8,10
500864010,500864010,500864,010,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,6,1,1,0,8,13
500866010,500866010,500866,010,,,,1,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,5,1,1,0,8,12
500866020,500866020,500866,020,,1,,,,,0,,,,,1,1,4,1,1,1,,1,5,,1,,2,1,5,1,,1,5,,0,,,,,4,1,1,0,9,12
500869010,500869010,500869,010,,,,,,,1,,2,5,,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,0,0,0,8,9
500869020,500869020,500869,020,1,,,,,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
500870010,500870010,500870,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500870020,500870020,500870,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500871010,500871010,500871,010,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,3,1,1,0,8,10
500871011,500871011,500871,011,,,,,,,0,,,,,0,,,,,1,,1,5,,0,,,,,1,,1,5,,1,,2,1,5,3,0,0,0,10,13
500873010,500873010,500873,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500873020,500873020,500873,020,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500874010,500874010,500874,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,1,1,4,1,1,5,3,3,0,8,13
500874020,500874020,500874,020,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500875010,500875010,500875,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,5,3,3,0,8,12
500876010,500876010,500876,010,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,0,,,,,0,,,,,4,2,2,0,8,11
500877010,500877010,500877,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500878010,500878010,500878,010,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,,4,1,5,6,1,1,0,8,13
500879010,500879010,500879,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500879020,500879020,500879,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500880010,500880010,500880,010,,,,,,,1,,2,5,,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,0,0,0,8,9
500880020,500880020,500880,020,1,,1,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,2,1,5,1,,1,5,,6,2,2,0,8,13
500882010,500882010,500882,010,1,,2,,2,,1,1,4,1,1,1,,1,5,,1,2,4,1,1,1,,1,5,,1,2,4,1,1,1,,1,5,,6,3,1,2,8,13
500882020,500882020,500882,020,1,,1,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,1,,1,5,,5,2,2,0,8,13
500883010,500883010,500883,010,,,,,,,1,,2,5,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,0,0,0,8,8
500883020,500883020,500883,020,,,,,1,,1,,4,1,5,0,,,,,0,,,,,0,,,,,1,1,4,1,1,0,,,,,2,1,1,0,8,12
500885010,500885010,500885,010,,1,,1,,1,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,5,3,3,0,9,13
500885011,500885011,500885,011,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,1,5,,1,,4,1,1,2,0,0,0,12,13
500885020,500885020,500885,020,,2,,1,,1,1,,1,5,,1,2,4,1,2,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,2,1,8,13
500885021,500885021,500885,021,,1,,1,,1,0,,,,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,5,3,3,0,9,13
500886010,500886010,500886,010,,1,,,,,1,,1,5,,1,1,4,1,1,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
500889010,500889010,500889,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500889011,500889011,500889,011,,,,,1,,0,,,,,0,,,,,0,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,3,1,1,0,11,13
500890010,500890010,500890,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500892010,500892010,500892,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500892020,500892020,500892,020,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500893010,500893010,500893,010,,,,,,,1,,1,5,,0,,,,,1,,1,5,,0,,,,,1,,1,5,,1,,4,1,5,4,0,0,0,8,13
500893011,500893011,500893,011,,,,,,,0,,,,,0,,,,,1,,1,5,,0,,,,,1,,1,5,,1,,4,1,5,3,0,0,0,10,13
500895010,500895010,500895,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500895020,500895020,500895,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500896010,500896010,500896,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500896020,500896020,500896,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500897010,500897010,500897,010,1,,,,1,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,6,2,2,0,8,13
500898010,500898010,500898,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500898020,500898020,500898,020,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
500899010,500899010,500899,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500899020,500899020,500899,020,,,1,,1,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,2,2,0,8,13
500900010,500900010,500900,010,1,,2,,1,,1,1,3,1,1,1,,1,5,,1,2,2,1,1,1,,1,5,,1,1,3,1,1,1,,1,5,,6,3,2,1,8,13
500900020,500900020,500900,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500902010,500902010,500902,010,,,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,6,0,0,0,8,13
500902011,500902011,500902,011,,,,,1,,0,,,,,0,,,,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,4,1,1,0,10,13
500903010,500903010,500903,010,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,0,,,,,0,,,,,0,,,,,3,1,1,0,8,10
500904010,500904010,500904,010,1,,,,,,1,1,4,1,2,1,,1,5,,0,,,,,0,,,,,0,,,,,0,,,,,2,1,1,0,8,9
500904020,500904020,500904,020,1,,,,,,1,1,4,1,2,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,6,1,1,0,8,13
500906010,500906010,500906,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500907010,500907010,500907,010,1,,1,,,,1,1,4,1,2,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,6,2,2,0,8,13
500908010,500908010,500908,010,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
500909010,500909010,500909,010,,,,1,,,1,,1,5,,1,,4,1,5,1,,1,5,,1,1,4,1,1,0,,,,,0,,,,,4,1,1,0,8,11
500909020,500909020,500909,020,,,,,,,1,,1,5,,1,,4,1,5,1,,1,5,,0,,,,,0,,,,,0,,,,,3,0,0,0,8,10
500912010,500912010,500912,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500912020,500912020,500912,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500913010,500913010,500913,010,,,,,,,1,,1,5,,1,,4,1,1,0,,,,,0,,,,,0,,,,,0,,,,,2,0,0,0,8,9
500914010,500914010,500914,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500914020,500914020,500914,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500915010,500915010,500915,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500916010,500916010,500916,010,,1,,1,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,6,3,3,0,8,13
500918010,500918010,500918,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500919010,500919010,500919,010,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500919020,500919020,500919,020,1,,1,,1,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,6,3,3,0,8,13
500920010,500920010,500920,010,,2,,1,,,1,,1,5,,1,2,2,1,1,1,,1,5,,1,1,3,1,1,1,,1,5,,1,,2,1,5,6,2,1,1,8,13
500920020,500920020,500920,020,,1,,1,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,2,1,5,6,2,2,0,8,13
500921010,500921010,500921,010,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
500923010,500923010,500923,010,,1,,,,,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,6,1,1,0,8,13
500924010,500924010,500924,010,,,,,,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,1,,4,1,5,1,,1,5,,6,0,0,0,8,13
500926010,500926010,500926,010,,1,,,,1,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,1,1,4,1,1,6,2,2,0,8,13
500927010,500927010,500927,010,,,1,,,,1,,4,1,5,1,,1,5,,1,1,4,1,1,1,,1,5,,1,,4,1,1,1,,1,5,,6,1,1,0,8,13
